body,title
"A una comisión política extraordinaria para este viernes a las 19:00 horas, citó el presidente de Evópoli, Hernán Larraín Matte, cita que tiene como objetivo abordar el duro traspié sufrido por el Gobierno con la aprobación del proyecto que permite el retiro de fondos de pensiones, el cual se logró con los votos de 13 diputados oficialistas. ",
