body,title,url
"Para muchos, la irrupción del coronavirus se ha convertido en un verdadero dolor de cabeza, una crisis que trasciende más allá de los límites sanitarios.",¿Cómo deben cambiar las ciudades después de la pandemia?,https://www.latercera.com//laboratoriodecontenidos/noticia/como-deben-cambiar-las-ciudades-despues-de-la-pandemia/VSCBSW3ZWVA4XOBNBLHWKQI62U/
"El bendito disco duro. Originalmente, una pieza electromecánica fundamental en un dispositivo electrónico, capaz de guardar, leer y recuperar información. La mal llamada “memoria” del computador, que en verdad se refiere al almacenamiento de datos, siempre es un ítem crítico. Ya sea sobre un computador, una tablet o un celular, una de las primeras cosas que siempre se preguntan, acaso después de la duración de la batería, es cuánta “memoria” (almacenamiento, en rigor) posee el aparato. Es decir, cuántas fotos, videos o canciones podemos guardar en él. ",Qué es un disco duro sólido y por qué deberías pensar en ponerle uno a tu PC,https://www.latercera.com//practico/noticia/que-es-un-disco-duro-solido-y-por-que-deberias-pensar-en-ponerle-uno-a-tu-pc/FWUF6WY3ZVHGRMOBVY24KGYGTQ/
"Autor: Equipo Glamorama / 13 julio, 2020",,http://glamorama.latercera.com/noticias/2020/07/adriana-barrientos-me-acuerdo-que-llegue-a-morande-con-compania-y-ahi-conoci-a-la-cote-lopez-trabajaba-en-un-topless-en-la-esquina-tenia-15-anos.shtml/
"Una lenta vuelta a las actividades se vivió este lunes en las regiones de Los Ríos y Aysén, las primeras en iniciar una desescalada en medio de la pandemia del coronavirus. La tónica fue similar en ambas zonas: pocos restaurantes y cafés abiertos, y un incipiente interés de la población por comenzar a hacer actividades deportivas tras el confinamiento que se prolongaba por semanas.",Los Ríos y Aysén: lenta actividad en primer día de desconfinamiento,https://www.latercera.com//nacional/noticia/los-rios-y-aysen-lenta-actividad-en-primer-dia-de-desconfinamiento/WYWO7FTJFBDIHKWDHGEI7DRFYA/
"El mundo no recuperará la “vieja normalidad en un futuro previsible”, advirtió este lunes la Organización Mundial de la Salud (OMS), al día siguiente de reportar un record de 230.000 nuevos contagios de covid-19 en una jornada.","OMS afirma que “no habrá un regreso a la normalidad en un futuro previsible”, y “muchos países van en mala dirección”",https://www.latercera.com//que-pasa/noticia/oms-afirma-que-no-habra-un-regreso-a-la-normalidad-en-un-futuro-previsible-y-muchos-paises-van-en-mala-direccion/FKGQGZA3UVFEPPSP4ARXZDKQ3I/
"El Presidente de Brasil, Jair Bolsonaro, fue captado afuera del Palacio de la Alvorada, residencial presidencial en Brasilia, tomando sol junto a miembros de su equipo de seguridad, pese a haber informado hace casi una semana que dio positivo en el test de Covid-19.  ",Bolsonaro es visto afuera de la residencia presidencial tras haber dado positivo en examen de coronavirus,https://www.latercera.com//mundo/noticia/bolsonaro-es-visto-afuera-de-la-residencia-presidencial-tras-haber-dado-positivo-en-examen-de-coronavirus/X7TXTRUG2RGV5EPD6SEQ5Y4ILY/
"Afeitarse seguramente bajó, junto al planchado y el lustrado de zapatos, a lugares menos primordiales en la lista de preocupaciones durante la cuarentena. Para los que teletrabajan, dejarse la barba un par de días, y no sentirse culpables por eso, puede resultar un alivio contra el estrés que significa enfrentarse a los puntiagudos pelos cada mañana.",Cómo elegir una afeitadora eléctrica según barberos ,https://www.latercera.com//practico/noticia/como-elegir-una-afeitadora-electrica-segun-barberos/26CJTSNLZ5HQNEYOELEXT3PN7Y/
La computación en la nube -o Cloud Computing- es un término del cual ya hemos oído hablar bastante durante ya más de una década. El desarrollo de mejores y más veloces conexiones a Internet han permitido que la red global sea no solo un gran depósito de datos sino que también de poder prestar servicios en tiempo real en cualquier parte del mundo.,Los diferentes tipos de nubes para almacenar tu información en Internet,https://www.latercera.com//laboratoriodecontenidos/noticia/los-diferentes-tipos-de-nubes-para-almacenar-tu-informacion-en-internet/RLI7J5XKZRG2PCB6RXY6RN3VXI/
"Revertir el escenario en la Cámara. Esa es la apuesta de La Moneda y del propio Presidente Sebastián Piñera respecto del proyecto que permite el retiro del 10% del fondo de pensiones, que se vota nuevamente en sala -esta vez en particular- este miércoles.",Los 13 de Chile Vamos: Cómo votarán el miércoles los diputados que golpearon al gobierno con el retiro de fondos de AFP,https://www.latercera.com//la-tercera-pm/noticia/los-13-de-chile-vamos-como-piensan-votar-el-miercoles-los-diputados-que-golpearon-al-gobierno-con-el-retiro-de-fondos-de-afp/5LVC6IJJOBELJIZCE7CIHNDOYA/
"Tras dos años de lucha contra un cáncer mamario, la actriz Kelly Preston, quien era esposa del también actor John Travolta, falleció a los 57 años producto de la mencionada enfermadad.","A los 57 años muere Kelly Preston, esposa de John Travolta",https://www.latercera.com//culto/2020/07/13/a-los-57-anos-muere-kelly-preston-esposa-de-john-travolta/
"La pregunta que dio origen al juego de cartas Queeng es una que probablemente miles de niñas le han hecho a sus padres cuando aprenden a usar naipes por primera vez: ¿por qué la reina vale menos que el rey? La diferencia es que Maayan Segal, una adolescente israelí quien por ese entonces tenía solo 13 años, no pudo dejar ir esta inquietud que la asaltó en medio de unas vacaciones cuando se disponía a jugar cartas con su familia. “Cuando le pregunté a mi papá por qué la reina valía menos, no pudo darme una buena respuesta, porque la verdad es que no existe una. Todos los géneros son igualmente valorables”, explica Maayan, actualmente una adolescente de 16 años en el pitch de la campaña de Indiegogo a través de la cual busca financiamiento para lanzar al mercado su propia versión del tradicional juego de naipes. Una en la que no solo la reina y el rey tienen valores equivalentes, sino que, además, existe una princesa como contrapartida al Jack, una versión femenina del Jocker y que, en su segunda edición, contará también con personajes étnicamente diversos.","Mayaan Segal, la adolescente que está cambiando las reglas del juego una carta a la vez",https://www.latercera.com//paula/mayaan-segal-la-adolescente-israeli-que-esta-cambiando-las-reglas-del-juego-una-carta-a-la-vez/
"Mary Trump puede hablar acerca del libro altamente crítico que escribió sobre su tío, el presidente Donald Trump, a pesar de las objeciones del hermano del mandatario, falló un juez este lunes al suspender una orden que le impedía promocionar o distribuir su trabajo.",Justicia sentencia que Mary Trump sí puede promocionar polémico libro sobre su tío,https://www.latercera.com//mundo/noticia/justicia-sentencia-que-mary-trump-si-puede-promocionar-polemico-libro-sobre-su-tio/H3P4VWWAFJH6ZPDDG2QOO23R4Q/
"Cuatro mil cuatrocientos veinticinco millones de pesos ($4.425.000.000). Eso fue lo que pagó el Fisco a los 226.473 vocales de mesa que participaron en las elecciones de la primera vuelta presidencial, parlamentarias y cores de fines del 2017, según la memoria 2018 de la Tesorería General de la República (el dato, en la página 35). El monto es una mera referencia de lo que podría implicar el desembolso estatal extra para que el referéndum constituyente del 25 de octubre se haga en dos días, con tal de disminuir el peligro de contagios, pero al mismo tiempo que la participación no caiga a niveles peligrosos dado el marco político social.",Servel apura mesa técnica con el gobierno para implementar “plebiscito seguro”: implicará más gasto fiscal y reformas legales,https://www.latercera.com//la-tercera-pm/noticia/servel-apura-mesa-tecnica-con-el-gobierno-para-implementar-plebiscito-seguro-implicara-mas-gasto-fiscal-y-reformas-legales/KFTM2PNADJD5HLFM26SZTHCWEM/
[Ve el video completo de esta entrevista en nuestro sitio Conversaciones LT],Conversaciones LT: Fernando Atria y Gonzalo Cordero sobre la ruta constitucional,https://www.latercera.com//reconstitucion/noticia/conversaciones-lt-fernando-atria-y-gonzalo-cordero-sobre-la-ruta-constitucional/MMPMO3WDMJDJHONBNX23PR7QGM/
"Con 13 votos a favor y 30 abstenciones de diputados de Chile Vamos, la sala de la Cámara de Diputados aprobó el miércoles pasado la idea de legislar del proyecto que permite a los cotizantes retirar hasta un 10% de sus fondos en AFP. El desmarque oficialista le propició una dura e histórica derrota al gobierno, quienes consideraban la iniciativa como “inconstitucional” y “regresiva”.",Las otras derrotas estratégicas de los últimos gobiernos de Piñera y Bachelet,https://www.latercera.com//la-tercera-pm/noticia/las-otras-derrotas-estrategicas-de-los-ultimos-gobiernos-de-pinera-y-bachelet/2FFVWZC3X5HCFJU5K34IZGCFQE/
"Desde el inicio del brote de coronavirus en diciembre, por varias semanas los doctores en China se encontraron con un panorama conocido: el patógeno, primo genético del Sars (China, 2002) y Mers (Medio Oriente, 2012), también afectaba el sistema respiratorio con episodios leves hasta cuadros agudos severos, además de dolor de cabeza, fiebre y en algunos casos, diarrea. ",Más allá de los pulmones: Estudio revela los 35 efectos del coronavirus en el cuerpo humano ,https://www.latercera.com//que-pasa/noticia/mas-alla-de-los-pulmones-estudio-revela-los-35-efectos-del-coronavirus-en-el-cuerpo-humano/5J7ZWO6Z5FGVJM72SOP7IDE67M/
"La pandemia Covid-19 nos ha enfrentado como sociedad a la valorización de la ciencia como fuente de información y, por sobre todo, como medio para encontrar un tratamiento efectivo o la tan anhelada “cura de la enfermedad”.",Dudas sobre las vacunas: ¿Una amenaza real tras la pandemia?,https://www.latercera.com//opinion/noticia/dudas-sobre-las-vacunas-una-amenaza-real-tras-la-pandemia/WZFD3CQLZJDRXGEQ7CG5R6UYO4/
"¿Cómo pueden seguir su curso las producciones audiovisuales? La gran mayoría debió pausar y reformular su planificación de rodaje. La distancia social y el uso de mascarillas para prevenir contagiarse, son una barrera difícil de saltar al momento de gritar: luz, cámara, ¡acción!",Sebastián Lelio: “El desamparo del sector cultural en Chile es desolador”,https://www.latercera.com//culto/2020/07/13/sebastian-lelio-el-desamparo-del-sector-cultural-en-chile-es-desolador/
"Perú, un país orgulloso de su gastronomía, reabrirá los restaurantes el 20 de julio con atención máxima del 40% de su capacidad tras mantener los cuatro meses cerrados por la pandemia, según un decreto publicado este lunes.",Perú reabrirá restaurantes la próxima semana al 40% de capacidad,https://www.latercera.com//mundo/noticia/peru-reabrira-restaurantes-la-proxima-semana-al-40-de-capacidad/ME3AXCVMHVEXZE2BROPYDJKLCA/
"Falta cada vez menos para las elecciones de la ANFP. Lorenzo Antillo y Pablo Milad competirán por el sillón de Quilín el 30 de julio. El primero en terminar su programa fue el presidente de Audax Italiano. Y lo da a conocer en La Tercera. Punto por punto, el candidato explica su plan estratégico.",La ANFP que propone Antillo,https://www.latercera.com//el-deportivo/noticia/la-anfp-que-propone-antillo/QO2POQSNYVBVNOA72T3MRBBOWA/
"Por Carlos Correa, ingeniero civil industrial, MBA",El Mapu-Martínez de Piñera,https://www.latercera.com//opinion/noticia/el-mapu-martinez-de-pinera/XOGTP5LNEVDOLDAEM3AEQAKLZE/
"Subtitulado Conversaciones con Jorge González 2005-2020, el nuevo libro del periodista Emiliano Aguayo —autor de Maldito sudaca (RIL, 2005) y Las voces de los 80 (RIL, 2014)— repasa la historia reciente del líder de Los Prisioneros, con el propio González como protagonista de una serie de entrevistas que detallan con especial énfasis los días posteriores al infarto isquémico cerebeloso que el músico sobrellevó en febrero de 2015.",Jorge González analiza el estallido social chileno en nuevo libro de conversaciones ,https://www.latercera.com//culto/2020/07/13/jorge-gonzalez-analiza-el-estallido-social-chileno-en-nuevo-libro-de-conversaciones/
"Si hay una palabra que ha definido el 2020 en materia laboral es sin duda el teletrabajo. La situación producida por la pandemia del Covid-19, junto con las constantes cuarentenas sanitarias han obligado a muchas empresas a tomar medidas desde muy temprano para seguir funcionando con su plana de trabajadores en sus casas.",Covid-19 y teletrabajo: Acelerando la llegada de la empresa digital,https://www.latercera.com//laboratoriodecontenidos/noticia/covid-19-y-teletrabajo-acelerando-la-llegada-de-la-empresa-digital/HBEQ4ILI6RFZ5FKTTIBT24THRI/
"Por Susana Sierra, directora ejecutiva BH-Compliance",Disfraz de esencial,https://www.latercera.com//opinion/noticia/disfraz-de-esencial/W4RXQB7B7RFVDDKYNNM54MI5FY/
"La fortaleza de Mehrangarh, situada en una colina sobre la ciudad de Jodhpur, en el estado de Rajastán, es uno de los fuertes más majestuosos de la arquitectura India. Allí recalaron en 2015 el músico inglés Jonny Greenwood y el compositor israelí Shye Ben Tzur, que se dedica a hacer música con sonidos indios, para dar forma a Junun, un disco doble que grabaron entre esas antiguas paredes acompañados por los músicos del Rajasthan Express.",Junun: el viaje a la India de Jonny Greenwood y Paul Thomas Anderson ,https://www.latercera.com//culto/2020/07/13/junun-el-viaje-a-la-india-de-jonny-greenwood-y-paul-thomas-anderson/
"Autor: C. Z. / 12 julio, 2020",,http://glamorama.latercera.com/noticias/2020/07/jorge-zabaleta-pelo-el-matrimonio-de-pancho-saavedra-yo-pase-hambre-y-tu-mama-me-ve-y-al-oido-me-dice-oiga-disculpe-la-fiesta-yo-no-tuve-nada-que-ver.shtml/
"Dos vacunas experimentales contra el coronavirus desarrolladas conjuntamente por la firma biotecnológica alemana BioNTech y el gigante farmacéutico estadounidense Pfizer recibieron la designación de “vía rápida” por la agencia reguladora de Estados Unidos, dijeron las firmas el lunes.",Urgencia extrema: prometedora vacuna de Pfizer obtiene estatus de “vía rápida” de la FDA para lograr crear 100 millones de dosis a fin de año,https://www.latercera.com//que-pasa/noticia/urgencia-extrema-prometedora-vacuna-de-pfizer-obtiene-estatus-de-via-rapida-de-la-fda-para-lograr-crear-100-millones-de-dosis-a-fin-de-ano/MV3TJZNITZAKTABA4XVYQ7HNRU/
"El Ministerio de Educación, junto a la Asociación Chilena de Municipalidades (Achm), la Asociación de Municipalidades de Chile (Amuch) y la Asociación de Municipios Rurales (Amur), llegaron a un acuerdo para autorizar “pausas pedagógicas” o recesos escolares en los colegios, luego de cuatro meses de actividades a distancia por la suspensión de clases presenciales.",Mineduc y alcaldes anuncian “pausa pedagógica” de los colegios para julio y septiembre,https://www.latercera.com//nacional/noticia/mineduc-y-alcaldes-anuncian-pausa-pedagogica-de-los-colegios-para-julio-y-septiembre/ULLGVDVQENCLPOH4BBP73XDV7A/
"Lundin Mining Corp. reducirá su fuerza laboral en Chile en momentos en que la pandemia de coronavirus se propaga en el principal país productor de cobre en el mundo, según supervisores de la mina.",Se intensifica reducción de actividades de mineras en Chile: Ahora Candelaria bajará en 7% su dotación laboral,https://www.latercera.com//pulso/noticia/aumenta-reduccion-de-actividades-de-mineras-en-chile-ahora-duena-de-candelaria-reduce-en-7-su-dotacion-laboral/6UAHSIYTZFGTTDMZ2FVHKHWXLM/
"Conmoción ha causado en India la llegada del coronavirus a Bollywood, la meca del cine asiático. Tres generaciones de la familia Bachchan, considerada la “realeza” de la industria cinematográfica de Bombay, dieron positivo a Covid-19 justo en momentos en que el país experimenta un aumento récord en el número de contagios, que ya lo ubican en el tercer lugar mundial de casos.",Bollywood: contagio de actores impacta a India,https://www.latercera.com//mundo/noticia/bollywood-contagio-de-actores-impacta-a-india/3G2DAMMXK5C6DIFQYJM5LRCEMI/
"Después de cuatro meses, 18 clubes profesionales del fútbol chileno fueron autorizados a volver los entrenamientos a partir de este jueves. Dentro de esos clubes, se encuentra Colo Colo, uno de los que más ha sentido los efectos de la cuarentena. Desde el 23 de abril, Blanco y Negro y los jugadores no tienen relación laboral, siendo el plantel acogido a la Ley de Protección al Empleo, que implica que los sueldos salgan del Seguro de Cesantía (70% el primer mes; 55%, el segundo y 45%, el tercero).",El plantel de Colo Colo se alista para salir de la AFC y volver a entrenar,https://www.latercera.com//el-deportivo/noticia/el-plantel-de-colo-colo-se-alista-para-salir-de-la-afc-y-volver-a-entrenar/L4WAG7K235GTFN5OXNUILBOTRU/
"“Me han hecho ver la crítica de que esto no se puede comparar con las eléctricas, y está bien, lo reconozco”. Esas fueron las palabras del ministro de Salud, Enrique Paris, el pasado 25 de junio, al ser consultado sobre las declaraciones que había dado el día anterior respecto a su idea de limitar las ganancias de las Isapres.",A un mes de la llegada de Enrique Paris: los aciertos y “tropezones” que miran en el oficialismo,https://www.latercera.com//la-tercera-pm/noticia/a-un-mes-de-la-llegada-de-enrique-paris-los-aciertos-y-tropezones-que-miran-en-el-oficialismo/EB7G77J4J5FPLMOCQKOSP66VX4/
"Argentina superó este lunes los 100.000 casos de Covid-19, en medio del confinamiento del área metropolitana de Buenos Aires, foco del 95% de los contagios de todo el país, informó el Ministerio de Salud.",Argentina supera los 100.000 casos de contagiados de Covid-19,https://www.latercera.com//mundo/noticia/argentina-supera-los-100000-casos-de-contagiados-de-covid-19/DRH5ZHT3ZBD7DBMMV32BNGCQ3Y/
"Muy lejos está de terminar la discusión sobre el retiro anticipado de los fondos previsionales aprobado en la Cámara de Diputados, más aún si la iniciativa que causó un verdadero terremoto político y entre los expertos, tendrá mañana otra importante jornada en el parlamento.",Economistas creen que es mejor la propuesta del gobierno que retirar fondos de AFP y muestran preocupación por el avance de medidas populistas,https://www.latercera.com//pulso/noticia/economistas-reiteran-que-retiro-de-fondos-no-es-el-mejor-mecanismo-de-ayuda-a-las-familias-y-muestran-preocupacion-por-el-avance-de-medidas-populistas/KRKVE7QUOJA27KLINDSFUU7YJM/
"""Nada de política contingente"". ","Mario Fernández, exministro del Interior: “Si la Constitución fuese clara en todos los aspectos, no tendríamos este debate de la inconstitucionalidad”",https://www.latercera.com//reconstitucion/noticia/mario-fernandez-exministro-del-interior-si-la-constitucion-fuese-clara-en-todos-los-aspectos-no-tendriamos-este-debate-de-la-inconstitucionalidad/KCSPPJHF4FAPBEO56RNQKEHO7I/
SEÑOR DIRECTOR,Reforma a las AFP,https://www.latercera.com//opinion/noticia/reforma-a-las-afp/Y32FC5LTIZB3HA6JKYRECLCLLM/
"Una práctica de cheerleaders que culmina en los gritos de la entrenadora Sue Sylvester a través de un megáfono, da inicio a la serie sobre un grupo de estudiantes de McKinley High que, siguiendo la iniciativa del profesor de español -Will Schuster- participan de un coro que interpreta diversos temas pop. Un escape artísticos a los conflictos propios de la edad que los unirá como una suerte de grupo de apoyo.","El trágico historial de Glee: adicciones, suicidios y un accidente inexplicable",https://www.latercera.com//culto/2020/07/13/el-tragico-historial-de-glee-adicciones-suicidios-y-un-accidente-inexplicable/
"Este domingo 21 de junio comienza el We tripantu o año nuevo mapuche. El contexto en el cual se realizará es complejo: por un lado está la pandemia por el coronavirus, y por otro el desarrollo del proceso constituyente, que tiene un plebiscito fijado (aún) para octubre. El proceso es considerado relevante ya que hasta ahora los pueblos originarios no se encuentran representados en la Constitución. La primera y hasta ahora única mención cercana se remonta a la Constitución de 1822 en la que se lee: “Cuidar de la civilización de los indios del territorio”.",Reconocimiento de los pueblos originarios: ¿Una postergación constitucional?,https://www.latercera.com//reconstitucion/noticia/reconocimiento-de-los-pueblos-originarios-una-postergacion-constitucional/5KCSBGLPIBE5TH3AF3BOC5RJB4/
"La vida a veces pone un lanzamiento de un artefacto cultural en una situación para la cual no estaba pensado, pero que el contexto termina por darle un total sentido. Tras el asesinato del afroamericano George Floyd a manos de un policía de Minneapolis, se volvió a poner en el tapete un tema que en Estados Unidos es una herida abierta, el racismo. Todo se resumió en un lema que se lanzó como una canción desesperada: “Black Lives Matter” (“Las vidas negras importan”).",La guerra de Secesión en tiempos de Black Lives Matter,https://www.latercera.com//culto/2020/07/14/la-guerra-de-secesion-en-tiempos-de-black-lives-matter/
9.00 Seattle Sounders vs. Chicago Fire ESPN2 / MLS de Estados Unidos.,Ligas de fútbol y el recuerdo de un cabezazo histórico en la cartelera de martes ,https://www.latercera.com//el-deportivo/noticia/deportes-en-tv-hoy-en-tv-cartelera-de-deportes-guia-de-tv-la-tercera-el-deportivo/LM7HMBQWCFFRFGLADNBQXER66E/
"El buen rendimiento de Alexis Sánchez se transforma en una tendencia. Luego del retorno de la actividad en Italia, el seleccionado nacional ha ganado en participación y en relevancia. Fue nuevamente titular en la victoria del Inter por 3-1 sobre el Torino, para encaramar al equipo en el segundo lugar de la Serie A.",Alexis sigue respondiendo y el Inter se pone segundo,https://www.latercera.com//el-deportivo/noticia/alexis-sigue-respondiendo-y-el-inter-se-pone-segundo/X7BCLMUKV5BTFCIA4EDNQHN34Q/
"En las últimas semanas ha resurgido un interesante debate sobre la identidad de la derecha en Chile. Al respecto, hay una posición que tiende a subestimar el liberalismo, planteando que se trataría de un fenómeno reciente, y que se apartaría de los ideales de la “derecha histórica”. Las principales características que se le atribuyen, son el economicismo, la falta de política y la miopía para comprender las demandas ciudadanas. Así, han sugerido que, para enmendar dichos errores, la coalición debiese reorganizar su ideología en torno al “nacionalismo popular”, encarnado -supuestamente- en figuras de ciertos dirigentes de Chile Vamos.",¿Derecha histórica o derecha populista?,https://www.latercera.com//opinion/noticia/derecha-historica-o-derecha-populista/CUVDEMICH5GMRDQY5BAMD72LBQ/
"Para Pamela Sánchez, 36 y mamá de 3, la limpieza y el orden siempre ha sido un tema. “Soy fanática de la limpieza y el orden, ahora que trabajo desde la casa, cualquier muestra de suciedad o desorden no me dejaba concentrarme o directamente me ponía mal genio”, cuenta.",Mi compra favorita (y la más útil) de esta pandemia,https://www.latercera.com//practico/noticia/mi-compra-favorita-y-la-mas-util-de-esta-pandemia/N3DWYTGEJRH2XKF2GGWFQC6KWI/
"Softbank Group Corp. está explorando alternativas que incluyen una venta total o parcial u oferta pública del diseñador británico de chips Arm Holdings, que el conglomerado japonés compró hace cuatro años por US$32.000 millones, según personas familiarizadas con el asunto.",SoftBank explora la venta o IPO de la diseñadora de chips Arm Holdings,https://www.latercera.com//pulso-trader/noticia/softbank-explora-la-venta-o-ipo-de-la-disenadora-de-chips-arm-holdings/MG3NPRWEPBEENC7DRPF7JOFURU/
Tema de conversación obligada ha sido hasta ahora el fallo del 2°Juzgado de Familia que ordenó al Registro Civil cambiar la partida de nacimiento de Attilio (2 años) y registrar que tiene dos madres: Emma de Ramón y Gigliola Di Giammarino.,¿Qué debates abre el caso de Attilio y sus dos mamás? ,https://www.latercera.com//reconstitucion/noticia/que-debates-abre-el-caso-de-attilio-y-sus-dos-mamas/SAPALEAVQFCMFAS4YSQWXC7E7Y/
"Angustia, miedo, descontrol, indecisión, inseguridad. Todas son sensaciones que se generan ante una situación de cambio. Una resistencia natural que el ser humano manifiesta cuando se enfrenta a una nueva realidad que lo saca de su zona de confort. Conducta curiosa, si pensamos que nuestro cuerpo es cambio en sí mismo. Muestra de ello es, por ejemplo, que nuestras células del páncreas cambien 24 horas y las neuronales cada 28 días. ",Por qué no debemos resistirnos al cambio,https://www.latercera.com//paula/por-que-no-debemos-resistirnos-al-cambio/
"“Sí, es un veto. Se trata de una propuesta que se le hace al Congreso y yo le puedo dar garantía que no va a tener ningún impacto en los beneficios que están acordados para las personas”. Con estas palabras el ministro Segpres, Claudio Alvarado, confirmó el jueves 9 que el Ejecutivo presentaría un veto al proyecto de ley que prohíbe los cortes a los servicios básicos durante la pandemia.",El veto presidencial: Orígenes e historia de una atribución constitucional,https://www.latercera.com//reconstitucion/noticia/el-veto-presidencial-origenes-e-historia-de-una-atribucion-constitucional/D635NCUBRJHPLJIVKPOCKQOLOQ/
"Considerado uno de los mayores expertos estadounidense en enfermedades infecciosas, el doctor Anthony Fauci es el principal asesor de la Casa Blanca sobre el coronavirus. Pese a haberse convertido en la figura de la lucha contra la pandemia en el país, al punto de ser descrito en algunos sectores como “el médico de Estados Unidos”, hoy el epidemiólogo de 79 años se encuentra en la mira de la administración del Presidente Donald Trump. A medida que aumentan los casos de Covid-19 en Estados Unidos, Washington apunta sus dardos contra el científico, el cual, según la prensa local, estaría enfrentando una creciente marginación después de contradecir repetidamente la opinión de Trump sobre la efectividad de la respuesta del gobierno al coronavirus.",El doctor Fauci en la mira: La ofensiva de la Casa Blanca contra el asesor de Trump para la pandemia,https://www.latercera.com//la-tercera-pm/noticia/el-doctor-fauci-en-la-mira-la-ofensiva-de-la-casa-blanca-contra-el-asesor-de-trump-para-la-pandemia/FNQIPINNL5GUNKEZ74ZXFGJ3EY/
"Por Sebastián Izquierdo, director ejecutivo de Horizontal",¿Derecha histórica o derecha populista?,https://www.latercera.com//opinion/noticia/derecha-historica-o-derecha-populista/3QVFPRPI45DSRJV3THO34YZNJQ/
"Si bien el crecimiento de Santiago como ciudad en los últimos años ha sido tremendo, lo cierto es que sus mejoras no están llegando a todos por igual. Solo el 22% de la superficie metropolitana posee entornos urbanos en buen estado y el 71% de los hogares del Gran Santiago vive en espacios que pueden definirse como regulares o malos.","Plazas, servicios de salud, comercio, y seguridad son las principales necesidades urbanas del Gran Santiago",https://www.latercera.com//laboratoriodecontenidos/noticia/plazas-servicios-de-salud-comercio-y-seguridad-son-las-principales-necesidades-urbanas-del-gran-santiago/ZXYCW3DUXBEWXEIBEFBF7IJVK4/
"La rabia pudo más. Alejandro Gómez tiró sobre la cama su grabadora portátil y salió a caminar por las calles siempre bullentes de Bellavista hacia la Virgen del cerro San Cristóbal. Era tarde, pero no le importó. Nada importaba. A él le dolía más borrar por accidente la pista base de una canción que acababa de grabar en la soledad de la pieza que arrendaba en una pensión. Una de tantas que el músico registraba por esos días.",Canciones en la madrugada: Perrosky y la historia de un cassette con sabor a viejo rock and roll,https://www.latercera.com//culto/2020/07/13/canciones-en-la-madrugada-perrosky-y-la-historia-de-un-cassette-con-sabor-a-viejo-rock-and-roll/
"Incierto es el futuro del veto que presentó el gobierno para el proyecto que suspende los cortes de los servicios básicos, luego de su rechazo en la Comisión de Economía de la Cámara. Al respecto, el ministro de Energía, Juan Carlos Jobet, sostuvo que esperan seguir avanzando y que se apruebe.","Ministro de Energía y veto: “A nadie le van a cortar los servicios básicos, sin importar qué ocurra acá”",https://www.latercera.com//pulso/noticia/ministro-de-energia-y-veto-a-nadie-le-van-a-cortar-los-servicios-basicos-sin-importar-que-ocurra-aca/7RHN7EH6BRHXHG2SA5FG57MPIY/
"Covid-19 es una enfermedad causada por un el virus que se propaga cuando las personas infectadas estornudan o tosen, y posiblemente también al tocar superficies contaminadas y luego llevar esas partículas con las manos a la zona de ojos, nariz o boca. Se sabe que lavarse las manos es una de las medidas más eficientes para prevenir su contagio.",Distancia dental: ¿Por qué hay que cambiar el cepillo de dientes luego de tener Covid-19?,https://www.latercera.com//que-pasa/noticia/distancia-dental-por-que-hay-que-cambiar-el-cepillo-de-dientes-luego-de-tener-covid-19/74NPZIDLPJAMJBUFHB52L6LYZQ/
"Es 1960, el inicio de una década marcada por intensos procesos sociales, políticos y culturales que transformarán el mundo. Entre otras revoluciones, ese mismo año, La Food and Drug Administration (FDA) de Estados Unidos aprueba el primer anticonceptivo oral, que solo unos años después llegará a Chile y cambiará la vida sexual y reproductiva de las mujeres. Una revolución que nos permitirá empezar a conquistar un pilar fundamental de la libertad individual femenina: la maternidad como elección y no como destino.",No más hormonas: Otros métodos de anticoncepción ,https://www.latercera.com//paula/no-mas-hormonas-otros-metodos-de-anticoncepcion/
"Durante el fin de semana, el parque Disney World ubicado en la ciudad de Orlando abrió finalmente sus puertas, recibiendo visitas por primera vez en casi cuatro meses a raíz de la pandemia de COVID-19. ",La reapertura de Disney World se convirtió en un meme de terror,https://www.latercera.com//mouse/la-reapertura-de-disney-world-se-convirtio-en-un-meme-de-terror/
"Una de las películas afectadas por los retrasos generados por la pandemia del COVID-19 es la planeada adaptación del videojuego Uncharted, en la que el británico Tom Holland (Spider-Man: Far From Home) dará vida al aventurero Nathan Drake.",Tom Holland mostró sus nuevos abdominales para la película de Uncharted,https://www.latercera.com//mouse/tom-holland-mostro-sus-nuevos-abdominales-para-la-pelicula-de-uncharted/
"Por Paz Serra, jefa de la División de Desarrollo Urbano del Minvu",¿El fin de las grandes metrópolis?,https://www.latercera.com//opinion/noticia/el-fin-de-las-grandes-metropolis/4H3RL5ZHMNDFXNISNPFXDNHZTY/
"Duras críticas hacía la clase política realizó esta mañana el presidente de Moneda, Pablo Echeverría, al referirse a la reciente aprobación del proyecto que busca que los cotizantes puedan retirar el 10% de sus ahorros previsionales.","Pablo Echeverría por proyecto que permite el retiro del 10%: “Si el Senado no para esta iniciativa, esto será un tremendo autogol para la estabilidad fiscal de largo plazo de Chile”",https://www.latercera.com//pulso-trader/noticia/pablo-echeverria-por-proyecto-que-permite-el-retiro-del-10-si-el-senado-no-para-esta-iniciativa-esto-sera-un-tremendo-autogol-para-la-estabilidad-fiscal-de-largo-plazo-de-chile/UYMRWSBFZRC2RAXD3Q4D7DLDKA/
